PULocationID,Borough,Zone,service_zone,avg,median,count
192,Queens,Queensboro Hill,Boro Zone,0.1369596449179324,0.1999999999999999,169.0
247,Bronx,West Concourse,Boro Zone,0.1352044884417177,0.1814882032667877,661.0
228,Brooklyn,Sunset Park West,Boro Zone,0.1351931764657299,0.1520912547528517,339.0
257,Brooklyn,Windsor Terrace,Boro Zone,0.1349218727208998,0.1653333333333333,153.0
42,Manhattan,Central Harlem North,Boro Zone,0.1345676279657812,0.1503267973856209,5201.0
217,Brooklyn,South Williamsburg,Boro Zone,0.1333598635337128,0.155440414507772,120.0
127,Manhattan,Inwood,Boro Zone,0.1329718343649958,0.1752380952380952,500.0
70,Queens,East Elmhurst,Boro Zone,0.1264005299172016,0.144927536231884,295.0
219,Queens,Springfield Gardens South,Boro Zone,0.1260710446513971,0.162813415825464,290.0
92,Queens,Flushing,Boro Zone,0.1256926818595894,0.150197628458498,1067.0
196,Queens,Rego Park,Boro Zone,0.121130904369826,0.136986301369863,748.0
157,Queens,Maspeth,Boro Zone,0.1202287953629134,0.0,157.0
37,Brooklyn,Bushwick South,Boro Zone,0.1201657860279967,0.1398601398601398,483.0
212,Bronx,Soundview/Bruckner,Boro Zone,0.1113963797229226,0.0,307.0
210,Brooklyn,Sheepshead Bay,Boro Zone,0.1111554832856296,0.1075268817204301,771.0
17,Brooklyn,Bedford,Boro Zone,0.103961237060593,0.0366300366300366,745.0
173,Queens,North Corona,Boro Zone,0.1035643777731494,0.0,161.0
198,Queens,Ridgewood,Boro Zone,0.1026224005132881,0.0,140.0
168,Bronx,Mott Haven/Port Morris,Boro Zone,0.0996538486498,0.0,548.0
28,Queens,Briarwood/Jamaica Hills,Boro Zone,0.0935262573634362,0.0014705882352941,274.0
61,Brooklyn,Crown Heights North,Boro Zone,0.0933709767885136,0.0,1021.0
188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,0.0886467702359687,0.0,461.0
215,Queens,South Jamaica,Boro Zone,0.0880764396409959,0.0,482.0
133,Brooklyn,Kensington,Boro Zone,0.0854885628561772,0.0,159.0
69,Bronx,East Concourse/Concourse Village,Boro Zone,0.0676781751885005,0.0,354.0
89,Brooklyn,Flatbush/Ditmas Park,Boro Zone,0.0668672201961964,0.0,515.0
216,Queens,South Ozone Park,Boro Zone,0.0652593776153246,0.0,319.0
220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,0.0630002114642478,0.0,242.0
119,Bronx,Highbridge,Boro Zone,0.0620546585301562,0.0,292.0
55,Brooklyn,Coney Island,Boro Zone,0.0618831697780486,0.0,624.0
225,Brooklyn,Stuyvesant Heights,Boro Zone,0.0597189664646727,0.0,434.0
62,Brooklyn,Crown Heights South,Boro Zone,0.0533858754514753,0.0,229.0
208,Bronx,Schuylerville/Edgewater Park,Boro Zone,0.0531185633482415,0.0,170.0
160,Queens,Middle Village,Boro Zone,0.0521162685598627,0.0,102.0
14,Brooklyn,Bay Ridge,Boro Zone,0.0467890619953675,0.0,465.0
16,Queens,Bayside,Boro Zone,0.0464389112369914,0.0,145.0
20,Bronx,Belmont,Boro Zone,0.0459857567482309,0.0,135.0
182,Bronx,Parkchester,Boro Zone,0.0458508861778353,0.0,255.0
56,Queens,Corona,Boro Zone,0.0445419024550539,0.0,226.0
150,Brooklyn,Manhattan Beach,Boro Zone,0.0438569083162004,0.0,130.0
135,Queens,Kew Gardens Hills,Boro Zone,0.0435075591976465,0.0,212.0
159,Bronx,Melrose South,Boro Zone,0.0425484019894824,0.0,273.0
242,Bronx,Van Nest/Morris Park,Boro Zone,0.0395964564704296,0.0,426.0
149,Brooklyn,Madison,Boro Zone,0.0389267003332176,0.0,181.0
123,Brooklyn,Homecrest,Boro Zone,0.0374906305630023,0.0,153.0
174,Bronx,Norwood,Boro Zone,0.0348513627267534,0.0,338.0
124,Queens,Howard Beach,Boro Zone,0.0347528406354711,0.0,113.0
200,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,0.0341512127651561,0.0,142.0
18,Bronx,Bedford Park,Boro Zone,0.0340971695522516,0.0,173.0
38,Queens,Cambria Heights,Boro Zone,0.0324520991647408,0.0,114.0
85,Brooklyn,Erasmus,Boro Zone,0.0314079753564906,0.0,158.0
78,Bronx,East Tremont,Boro Zone,0.0305578937944384,0.0,236.0
136,Bronx,Kingsbridge Heights,Boro Zone,0.0298998226199082,0.0,219.0
47,Bronx,Claremont/Bathgate,Boro Zone,0.0287942879141009,0.0,162.0
258,Queens,Woodhaven,Boro Zone,0.0267737520273024,0.0,122.0
29,Brooklyn,Brighton Beach,Boro Zone,0.0264115059325301,0.0,220.0
72,Brooklyn,East Flatbush/Remsen Village,Boro Zone,0.0256160111106593,0.0,225.0
165,Brooklyn,Midwood,Boro Zone,0.0255474344648412,0.0,224.0
121,Queens,Hillcrest/Pomonok,Boro Zone,0.0248294027103522,0.0,227.0
177,Brooklyn,Ocean Hill,Boro Zone,0.0239494294885827,0.0,224.0
227,Brooklyn,Sunset Park East,Boro Zone,0.0237919461374961,0.0,130.0
241,Bronx,Van Cortlandt Village,Boro Zone,0.0226017927968513,0.0,136.0
197,Queens,Richmond Hill,Boro Zone,0.0224596368529041,0.0,466.0
250,Bronx,Westchester Village/Unionport,Boro Zone,0.021641330043405,0.0,161.0
126,Bronx,Hunts Point,Boro Zone,0.0212414624254459,0.0,123.0
102,Queens,Glendale,Boro Zone,0.0202476476647946,0.0,103.0
171,Queens,Murray Hill-Queens,Boro Zone,0.0192971692338141,0.0,152.0
248,Bronx,West Farms/Bronx River,Boro Zone,0.0181629545403637,0.0,172.0
185,Bronx,Pelham Parkway,Boro Zone,0.0175545274030571,0.0,189.0
76,Brooklyn,East New York,Boro Zone,0.0166091588267613,0.0,641.0
155,Brooklyn,Marine Park/Mill Basin,Boro Zone,0.0162388350370584,0.0,275.0
117,Queens,Hammels/Arverne,Boro Zone,0.0162176656205687,0.0,125.0
63,Brooklyn,Cypress Hills,Boro Zone,0.0157046530417294,0.0,101.0
26,Brooklyn,Borough Park,Boro Zone,0.015392571179833,0.0,192.0
235,Bronx,University Heights/Morris Heights,Boro Zone,0.0143452070395276,0.0,265.0
131,Queens,Jamaica Estates,Boro Zone,0.0141321319934991,0.0,183.0
213,Bronx,Soundview/Castle Hill,Boro Zone,0.0132743079072084,0.0,446.0
191,Queens,Queens Village,Boro Zone,0.0128009074340532,0.0,170.0
167,Bronx,Morrisania/Melrose,Boro Zone,0.0121392137425504,0.0,122.0
222,Brooklyn,Starrett City,Boro Zone,0.0121196230068778,0.0,199.0
169,Bronx,Mount Hope,Boro Zone,0.0121079468663304,0.0,204.0
39,Brooklyn,Canarsie,Boro Zone,0.0114199382754392,0.0,463.0
203,Queens,Rosedale,Boro Zone,0.0112795079400399,0.0,106.0
91,Brooklyn,Flatlands,Boro Zone,0.0108503535331201,0.0,290.0
21,Brooklyn,Bensonhurst East,Boro Zone,0.0105277516688362,0.0,132.0
3,Bronx,Allerton/Pelham Gardens,Boro Zone,0.0099050204784038,0.0,166.0
205,Queens,Saint Albans,Boro Zone,0.008986624889317,0.0,357.0
9,Queens,Auburndale,Boro Zone,0.0089852569441259,0.0,103.0
22,Brooklyn,Bensonhurst West,Boro Zone,0.0083746885411498,0.0,174.0
254,Bronx,Williamsbridge/Olinville,Boro Zone,0.0083469443509881,0.0,329.0
77,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,0.0073402449480535,0.0,166.0
35,Brooklyn,Brownsville,Boro Zone,0.0067392900570793,0.0,359.0
32,Bronx,Bronxdale,Boro Zone,0.0064912498518623,0.0,150.0
218,Queens,Springfield Gardens North,Boro Zone,0.0050839047458824,0.0,245.0
81,Bronx,Eastchester,Boro Zone,0.0046484423468027,0.0,198.0
71,Brooklyn,East Flatbush/Farragut,Boro Zone,0.0045015208949207,0.0,229.0
108,Brooklyn,Gravesend,Boro Zone,0.0033532167860648,0.0,173.0
139,Queens,Laurelton,Boro Zone,0.0027934956561499,0.0,144.0
259,Bronx,Woodlawn/Wakefield,Boro Zone,0.0022923197492163,0.0,174.0
51,Bronx,Co-Op City,Boro Zone,0.0019659095924156,0.0,470.0
86,Queens,Far Rockaway,Boro Zone,0.0018832723176569,0.0,106.0
