locationID,Borough,Zone,service_zone,count,0_tip_ratio
135,Queens,Kew Gardens Hills,Boro Zone,,
136,Bronx,Kingsbridge Heights,Boro Zone,,
139,Queens,Laurelton,Boro Zone,,
147,Bronx,Longwood,Boro Zone,,
149,Brooklyn,Madison,Boro Zone,,
153,Manhattan,Marble Hill,Boro Zone,,
156,Staten Island,Mariners Harbor,Boro Zone,,
157,Queens,Maspeth,Boro Zone,,
159,Bronx,Melrose South,Boro Zone,,
160,Queens,Middle Village,Boro Zone,,
165,Brooklyn,Midwood,Boro Zone,,
167,Bronx,Morrisania/Melrose,Boro Zone,,
169,Bronx,Mount Hope,Boro Zone,,
171,Queens,Murray Hill-Queens,Boro Zone,,
172,Staten Island,New Dorp/Midland Beach,Boro Zone,,
173,Queens,North Corona,Boro Zone,,
174,Bronx,Norwood,Boro Zone,,
175,Queens,Oakland Gardens,Boro Zone,,
176,Staten Island,Oakwood,Boro Zone,,
177,Brooklyn,Ocean Hill,Boro Zone,,
178,Brooklyn,Ocean Parkway South,Boro Zone,,
180,Queens,Ozone Park,Boro Zone,,
183,Bronx,Pelham Bay,Boro Zone,,
184,Bronx,Pelham Bay Park,Boro Zone,,
185,Bronx,Pelham Parkway,Boro Zone,,
187,Staten Island,Port Richmond,Boro Zone,,
189,Brooklyn,Prospect Heights,Boro Zone,,
190,Brooklyn,Prospect Park,Boro Zone,,
191,Queens,Queens Village,Boro Zone,,
194,Manhattan,Randalls Island,Yellow Zone,,
196,Queens,Rego Park,Boro Zone,,
197,Queens,Richmond Hill,Boro Zone,,
199,Bronx,Rikers Island,Boro Zone,,
201,Queens,Rockaway Park,Boro Zone,,
202,Manhattan,Roosevelt Island,Boro Zone,,
203,Queens,Rosedale,Boro Zone,,
204,Staten Island,Rossville/Woodrow,Boro Zone,,
206,Staten Island,Saint George/New Brighton,Boro Zone,,
207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,,
209,Manhattan,Seaport,Yellow Zone,,
212,Bronx,Soundview/Bruckner,Boro Zone,,
213,Bronx,Soundview/Castle Hill,Boro Zone,,
215,Queens,South Jamaica,Boro Zone,,
217,Brooklyn,South Williamsburg,Boro Zone,,
218,Queens,Springfield Gardens North,Boro Zone,,
219,Queens,Springfield Gardens South,Boro Zone,,
221,Staten Island,Stapleton,Boro Zone,,
222,Brooklyn,Starrett City,Boro Zone,,
224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,,
225,Brooklyn,Stuyvesant Heights,Boro Zone,,
227,Brooklyn,Sunset Park East,Boro Zone,,
228,Brooklyn,Sunset Park West,Boro Zone,,
232,Manhattan,Two Bridges/Seward Park,Yellow Zone,,
235,Bronx,University Heights/Morris Heights,Boro Zone,,
240,Bronx,Van Cortlandt Park,Boro Zone,,
241,Bronx,Van Cortlandt Village,Boro Zone,,
245,Staten Island,West Brighton,Boro Zone,,
250,Bronx,Westchester Village/Unionport,Boro Zone,,
251,Staten Island,Westerleigh,Boro Zone,,
252,Queens,Whitestone,Boro Zone,,
253,Queens,Willets Point,Boro Zone,,
254,Bronx,Williamsbridge/Olinville,Boro Zone,,
257,Brooklyn,Windsor Terrace,Boro Zone,,
258,Queens,Woodhaven,Boro Zone,,
259,Bronx,Woodlawn/Wakefield,Boro Zone,,
264,Unknown,NV,,,
265,Unknown,,,,
